Date,Institut,Parteien,Anteil,Glatt
2016-08-17,forsa,CDU/CSU,36.0,33.206411240721664
2016-08-20,emnid,CDU/CSU,34.0,33.222763505646064
2016-08-23,insa,CDU/CSU,31.0,33.23696613994121
2016-08-24,forsa,CDU/CSU,35.0,33.242000186895076
2016-08-24,allensbach,CDU/CSU,34.5,33.242000186895076
2016-08-26,dimap,CDU/CSU,33.0,33.24923635095946
2016-08-27,emnid,CDU/CSU,34.0,33.254723512849125
2016-08-30,insa,CDU/CSU,30.5,33.274890870102176
2016-08-31,forsa,CDU/CSU,33.0,33.280757080687536
2016-09-01,dimap,CDU/CSU,33.0,33.2838591121969
2016-09-03,emnid,CDU/CSU,34.0,33.29346436585365
2016-09-05,insa,CDU/CSU,30.5,33.3087953331798
2016-09-07,forsa,CDU/CSU,33.0,33.324012838742036
2016-09-10,emnid,CDU/CSU,33.0,33.341242888708564
2016-09-13,insa,CDU/CSU,30.5,33.359169323967805
2016-09-14,forsa,CDU/CSU,32.0,33.36764035581103
2016-09-15,gms,CDU/CSU,33.0,33.375883622035815
2016-09-17,emnid,CDU/CSU,32.0,33.39026245427756
2016-09-19,insa,CDU/CSU,30.0,33.402923817451814
2016-09-21,forsa,CDU/CSU,33.0,33.415432955974865
2016-09-22,allensbach,CDU/CSU,33.5,33.42161842928066
2016-09-23,dimap,CDU/CSU,32.0,33.42688191576143
2016-09-23,politbarometer,CDU/CSU,33.0,33.42688191576143
2016-09-24,emnid,CDU/CSU,32.0,33.43222610502543
2016-09-27,insa,CDU/CSU,30.0,33.45117086805628
2016-09-28,forsa,CDU/CSU,33.0,33.45660219239778
2016-10-01,emnid,CDU/CSU,32.0,33.47381287436438
2016-10-05,forsa,CDU/CSU,33.0,33.49607149133708
2016-10-05,insa,CDU/CSU,30.0,33.49607149133708
2016-10-06,dimap,CDU/CSU,33.0,33.50131719728756
2016-10-08,emnid,CDU/CSU,32.0,33.511166432128455
2016-10-10,insa,CDU/CSU,29.5,33.52121614047324
2016-10-12,forsa,CDU/CSU,34.0,33.53050207498184
2016-10-13,gms,CDU/CSU,34.0,33.534978046799864
2016-10-14,politbarometer,CDU/CSU,34.0,33.53997746616327
2016-10-15,emnid,CDU/CSU,32.0,33.5435963768846
2016-10-18,insa,CDU/CSU,29.5,33.55485827213787
2016-10-19,forsa,CDU/CSU,34.0,33.55774553011983
2016-10-20,allensbach,CDU/CSU,33.0,33.56232312597514
2016-10-20,dimap,CDU/CSU,33.0,33.56232312597514
2016-10-22,emnid,CDU/CSU,33.0,33.568420690687
2016-10-25,insa,CDU/CSU,30.5,33.5782747248447
2016-10-26,forsa,CDU/CSU,35.0,33.581392956771445
2016-10-28,politbarometer,CDU/CSU,33.0,33.58841131756736
2016-10-29,emnid,CDU/CSU,34.0,33.59130516452961
2016-11-02,insa,CDU/CSU,30.5,33.60131553708465
2016-11-02,forsa,CDU/CSU,34.0,33.60131553708465
2016-11-03,gms,CDU/CSU,33.0,33.604859927017365
2016-11-03,dimap,CDU/CSU,33.0,33.604859927017365
2016-11-05,emnid,CDU/CSU,34.0,33.61082479204727
2016-11-08,insa,CDU/CSU,30.5,33.61893557275558
2016-11-09,forsa,CDU/CSU,34.0,33.62055986725447
2016-11-11,politbarometer,CDU/CSU,34.0,33.62535231996025
2016-11-12,emnid,CDU/CSU,34.0,33.62835166329556
2016-11-14,insa,CDU/CSU,30.0,33.63259101746404
2016-11-16,forsa,CDU/CSU,35.0,33.637533162114096
2016-11-16,allensbach,CDU/CSU,34.0,33.637533162114096
2016-11-18,dimap,CDU/CSU,32.0,33.642641275012124
2016-11-19,emnid,CDU/CSU,33.0,33.64527637428601
2016-11-22,insa,CDU/CSU,31.5,33.653613744690226
2016-11-23,forsa,CDU/CSU,36.0,33.656440291052895
2016-11-25,politbarometer,CDU/CSU,36.0,33.662171486311536
2016-11-26,emnid,CDU/CSU,35.0,33.66519829721889
2016-11-28,insa,CDU/CSU,32.5,33.672437253970294
2016-11-30,forsa,CDU/CSU,37.0,33.679775702218166
2016-12-03,emnid,CDU/CSU,37.0,33.69199323672851
2016-12-06,insa,CDU/CSU,32.0,33.70463134645293
2016-12-07,forsa,CDU/CSU,36.0,33.708358106628474
2016-12-08,dimap,CDU/CSU,35.0,33.71222291378096
2016-12-09,politbarometer,CDU/CSU,36.0,33.7186163892703
2016-12-10,emnid,CDU/CSU,36.0,33.72552753429473
2016-12-13,insa,CDU/CSU,32.0,33.74183516267525
2016-12-14,forsa,CDU/CSU,37.0,33.748237367742504
2016-12-16,dimap,CDU/CSU,36.0,33.761795930814706
2016-12-17,emnid,CDU/CSU,36.0,33.768960786834896
2016-12-20,insa,CDU/CSU,33.0,33.792038248555656
2016-12-20,forsa,CDU/CSU,36.0,33.792038248555656
2016-12-22,allensbach,CDU/CSU,35.5,33.80876959664946
2016-12-23,insa,CDU/CSU,31.5,33.82005264480926
2016-12-24,emnid,CDU/CSU,36.0,33.82916787869013
2016-12-28,forsa,CDU/CSU,38.0,33.86024870038506
2017-01-03,insa,CDU/CSU,32.0,33.929026092962694
2017-01-04,forsa,CDU/CSU,37.0,33.93800957296515
2017-01-05,gms,CDU/CSU,36.0,33.95017574415458
2017-01-05,dimap,CDU/CSU,37.0,33.95017574415458
2017-01-07,emnid,CDU/CSU,38.0,33.97526983280987
2017-01-09,insa,CDU/CSU,32.0,34.0013577591193
2017-01-11,forsa,CDU/CSU,37.0,34.028408246337285
2017-01-13,politbarometer,CDU/CSU,36.0,34.056380365976665
2017-01-14,emnid,CDU/CSU,37.0,34.0706998135396
2017-01-17,insa,CDU/CSU,33.5,34.11494649979191
2017-01-18,forsa,CDU/CSU,38.0,34.126563233413094
2017-01-21,emnid,CDU/CSU,36.0,34.16593241819542
2017-01-23,insa,CDU/CSU,32.5,34.20138381492441
2017-01-25,forsa,CDU/CSU,37.0,34.23773300075195
2017-01-26,allensbach,CDU/CSU,36.0,34.2504849408534
2017-01-27,dimap,CDU/CSU,35.0,34.267163080586165
2017-01-27,politbarometer,CDU/CSU,36.0,34.267163080586165
2017-01-28,emnid,CDU/CSU,37.0,34.28012329423212
2017-01-30,insa,CDU/CSU,32.5,34.31802838549375
2017-02-01,forsa,CDU/CSU,35.0,34.352554064808196
2017-02-02,insa,CDU/CSU,33.0,34.369978512538125
2017-02-02,dimap,CDU/CSU,34.0,34.369978512538125
2017-02-04,emnid,CDU/CSU,33.0,34.40098425655539
2017-02-06,insa,CDU/CSU,30.0,34.432157570412045
2017-02-08,forsa,CDU/CSU,34.0,34.46774729175143
2017-02-09,gms,CDU/CSU,33.0,34.48124710741948
2017-02-10,insa,CDU/CSU,30.0,34.503564337848324
2017-02-11,emnid,CDU/CSU,33.0,34.521542260844974
2017-02-13,insa,CDU/CSU,30.0,34.55760416542517
2017-02-15,forsa,CDU/CSU,34.0,34.598405006984535
2017-02-17,politbarometer,CDU/CSU,34.0,34.63000341642105
2017-02-18,emnid,CDU/CSU,32.0,34.652906718419025
2017-02-21,insa,CDU/CSU,31.5,34.70252248017627
2017-02-22,allensbach,CDU/CSU,33.0,34.715606632025406
2017-02-22,forsa,CDU/CSU,34.0,34.715606632025406
2017-02-23,dimap,CDU/CSU,31.0,34.733665692465
2017-02-25,emnid,CDU/CSU,32.0,34.77492046684939
2017-02-28,insa,CDU/CSU,30.5,34.818340082482386
2017-03-01,forsa,CDU/CSU,33.0,34.830715357854906
2017-03-04,emnid,CDU/CSU,33.0,34.88422374775389
2017-03-07,insa,CDU/CSU,30.5,34.93757561313773
2017-03-08,forsa,CDU/CSU,33.0,34.955325481752645
2017-03-09,dimap,CDU/CSU,32.0,34.97305853472224
2017-03-10,politbarometer,CDU/CSU,34.0,34.99077541304031
2017-03-11,emnid,CDU/CSU,33.0,35.00847731023961
2017-03-13,insa,CDU/CSU,31.0,35.037732396246746
2017-03-15,forsa,CDU/CSU,33.0,35.07917556487218
2017-03-18,emnid,CDU/CSU,33.0,35.11319246760972
2017-03-20,insa,CDU/CSU,31.0,35.148492598716196
2017-03-22,forsa,CDU/CSU,34.0,35.183870157602826
2017-03-23,dimap,CDU/CSU,32.0,35.201593078271394
2017-03-23,gms,CDU/CSU,34.0,35.201593078271394
2017-03-25,emnid,CDU/CSU,33.0,35.23061306149177
2017-03-27,insa,CDU/CSU,32.0,35.259728375413594
2017-03-28,allensbach,CDU/CSU,34.0,35.27766270999911
2017-03-29,forsa,CDU/CSU,34.0,35.28901586055762
2017-04-01,emnid,CDU/CSU,33.0,35.33681088782064
2017-04-03,insa,CDU/CSU,32.0,35.37347470766385
2017-04-04,forsa,CDU/CSU,36.0,35.38544584592444
2017-04-07,politbarometer,CDU/CSU,35.0,35.44139565557383
2017-04-08,emnid,CDU/CSU,35.0,35.454064251042
2017-04-10,insa,CDU/CSU,33.0,35.49209226353226
2017-04-11,forsa,CDU/CSU,36.0,35.511202084793275
2017-04-13,dimap,CDU/CSU,34.0,35.549592852053536
2017-04-15,emnid,CDU/CSU,35.0,35.57802756368298
2017-04-19,forsa,CDU/CSU,36.0,35.65315804120133
2017-04-19,insa,CDU/CSU,34.0,35.65315804120133
2017-04-20,dimap,CDU/CSU,35.0,35.66920526225029
2017-04-22,emnid,CDU/CSU,36.0,35.70654736087726
2017-04-25,insa,CDU/CSU,34.0,35.763272865558775
2017-04-25,allensbach,CDU/CSU,36.0,35.763272865558775
2017-04-26,forsa,CDU/CSU,36.0,35.782037796405106
2017-04-28,politbarometer,CDU/CSU,37.0,35.82133374473718
2017-04-29,emnid,CDU/CSU,36.0,35.84191664529138
2017-05-02,insa,CDU/CSU,34.0,35.908686173950876
2017-05-03,forsa,CDU/CSU,36.0,35.932801428937836
2017-05-04,gms,CDU/CSU,36.0,35.955798674760715
2017-05-05,yougov,CDU/CSU,35.0,35.97823453436028
2017-05-06,emnid,CDU/CSU,36.0,36.00050468781374
2017-05-09,insa,CDU/CSU,35.0,36.06617366549218
2017-05-10,forsa,CDU/CSU,36.0,36.087652488762316
2017-05-11,dimap,CDU/CSU,37.0,36.10550479047443
2017-05-12,yougov,CDU/CSU,37.0,36.126101491510084
2017-05-13,emnid,CDU/CSU,37.0,36.14214538712992
2017-05-16,insa,CDU/CSU,36.0,36.206413859893104
2017-05-17,forsa,CDU/CSU,38.0,36.2319497066063
2017-05-18,dimap,CDU/CSU,38.0,36.245371015687006
2017-05-19,yougov,CDU/CSU,38.0,36.271299671238836
2017-05-19,politbarometer,CDU/CSU,38.0,36.271299671238836
2017-05-20,emnid,CDU/CSU,38.0,36.283561717608194
2017-05-22,insa,CDU/CSU,36.5,36.321009598516035
2017-05-23,forsa,CDU/CSU,39.0,36.33946236098524
2017-05-26,allensbach,CDU/CSU,37.0,36.41238640355921
2017-05-27,emnid,CDU/CSU,38.0,36.44063966263806
2017-05-29,insa,CDU/CSU,35.5,36.48818331141394
2017-05-31,forsa,CDU/CSU,38.0,36.51354387040482
2017-06-01,gms,CDU/CSU,39.0,36.53118477117316
2017-06-02,politbarometer,CDU/CSU,39.0,36.54857315167373
2017-06-02,yougov,CDU/CSU,37.0,36.54857315167373
2017-06-03,emnid,CDU/CSU,38.0,36.565697283643885
2017-06-06,insa,CDU/CSU,38.0,36.61535552142648
2017-06-07,forsa,CDU/CSU,39.0,36.644462777536
2017-06-08,dimap,CDU/CSU,38.0,36.64687903263582
2017-06-10,emnid,CDU/CSU,39.0,36.66328976379174
2017-06-12,insa,CDU/CSU,37.5,36.70554487532481
2017-06-13,forsa,CDU/CSU,38.0,36.71920617794865
2017-06-15,dimap,CDU/CSU,39.0,36.75985403501594
2017-06-17,emnid,CDU/CSU,39.0,36.784226382768885
2017-06-20,allensbach,CDU/CSU,40.0,36.80175946679242
2017-06-20,insa,CDU/CSU,36.5,36.80175946679242
2017-06-21,forsa,CDU/CSU,39.0,36.81149886170751
2017-06-23,yougov,CDU/CSU,36.0,36.81403776575309
2017-06-23,politbarometer,CDU/CSU,39.0,36.81403776575309
2017-06-24,emnid,CDU/CSU,39.0,36.822026961028605
2017-06-27,insa,CDU/CSU,37.0,36.857903631976704
2017-06-28,forsa,CDU/CSU,40.0,36.86354556580879
2017-06-29,yougov,CDU/CSU,38.0,36.88415038006264
2017-06-29,forsa,CDU/CSU,40.0,36.88415038006264
2017-07-01,emnid,CDU/CSU,39.0,36.89235607552859
2017-07-03,insa,CDU/CSU,36.5,36.897946080983594
2017-07-05,forsa,CDU/CSU,39.0,36.90085326804449
2017-07-06,dimap,CDU/CSU,39.0,36.901283910817774
2017-07-06,gms,CDU/CSU,39.0,36.901283910817774
2017-07-07,politbarometer,CDU/CSU,40.0,36.901023008736836
2017-07-08,emnid,CDU/CSU,38.0,36.90006318150066
2017-07-10,insa,CDU/CSU,36.0,36.896021969627945
2017-07-11,forsa,CDU/CSU,39.0,36.90890936540639
2017-07-12,yougov,CDU/CSU,38.0,36.8891252973643
2017-07-15,emnid,CDU/CSU,38.0,36.90547563900418
2017-07-18,insa,CDU/CSU,36.0,36.86722224114097
2017-07-18,allensbach,CDU/CSU,39.5,36.86722224114097
2017-07-19,forsa,CDU/CSU,40.0,36.858385699180126
2017-07-21,politbarometer,CDU/CSU,40.0,36.87057772742587
2017-07-22,emnid,CDU/CSU,38.0,36.84349833692381
2017-07-25,insa,CDU/CSU,37.5,36.821871881745814
2017-07-26,forsa,CDU/CSU,40.0,36.82369341685209
2017-07-27,dimap,CDU/CSU,40.0,36.793177134164935
2017-07-27,yougov,CDU/CSU,38.0,36.793177134164935
2017-07-29,emnid,CDU/CSU,38.0,36.76167195174649
2017-08-01,insa,CDU/CSU,37.0,36.694178200530224
2017-08-02,forsa,CDU/CSU,40.0,36.67554507054637
2017-08-03,yougov,CDU/CSU,37.0,36.67114285082579
2017-08-05,emnid,CDU/CSU,38.0,36.615888907609126
2017-08-07,insa,CDU/CSU,37.0,36.58725127242552
2017-08-09,forsa,CDU/CSU,40.0,36.54174069585211
2017-08-09,dimap,CDU/CSU,39.0,36.54174069585211
2017-08-10,yougov,CDU/CSU,38.0,36.50463118677424
2017-08-11,politbarometer,CDU/CSU,40.0,36.46753571354577
2017-08-12,emnid,CDU/CSU,38.0,36.456309076924434
2017-08-15,insa,CDU/CSU,37.0,36.36791355396473
2017-08-16,gms,CDU/CSU,40.0,36.341847794355516
2017-08-16,yougov,CDU/CSU,37.0,36.341847794355516
2017-08-16,forsa,CDU/CSU,39.0,36.341847794355516
2017-08-19,emnid,CDU/CSU,39.0,36.26106757983151
2017-08-22,allensbach,CDU/CSU,39.5,36.15645370806213
2017-08-22,insa,CDU/CSU,38.0,36.15645370806213
2017-08-23,forsa,CDU/CSU,38.0,36.13792513577686
2017-08-24,yougov,CDU/CSU,37.0,36.118476925842714
2017-08-24,dimap,CDU/CSU,38.0,36.118476925842714
2017-08-25,politbarometer,CDU/CSU,39.0,36.08884491253669
2017-08-26,emnid,CDU/CSU,38.0,36.05001230987193
2017-08-29,insa,CDU/CSU,37.0,35.96689896120686
2017-08-30,yougov,CDU/CSU,36.0,35.93560460308732
2017-08-30,forsa,CDU/CSU,38.0,35.93560460308732
2017-08-31,dimap,CDU/CSU,37.0,35.911148048484165
2017-09-01,politbarometer,CDU/CSU,39.0,35.87889601241347
2017-09-02,emnid,CDU/CSU,38.0,35.84636157822135
2017-09-04,insa,CDU/CSU,36.5,35.78049576694136
2017-09-04,insa,CDU/CSU,38.0,35.78049576694136
2017-09-06,forsa,CDU/CSU,38.0,35.72329816247473
2017-09-06,yougov,CDU/CSU,34.0,35.72329816247473
2017-09-06,allensbach,CDU/CSU,38.5,35.72329816247473
2017-09-07,dimap,CDU/CSU,37.0,35.68872751706901
2017-09-07,gms,CDU/CSU,38.0,35.68872751706901
2017-09-08,politbarometer,CDU/CSU,38.0,35.65395745195487
2017-09-08,forsa,CDU/CSU,37.0,35.65395745195487
2017-09-09,emnid,CDU/CSU,37.0,35.61543753752173
2017-09-11,insa,CDU/CSU,37.0,35.551353834789964
2017-09-11,insa,CDU/CSU,36.5,35.551353834789964
2017-09-13,yougov,CDU/CSU,36.0,35.47779907028087
2017-09-13,forsa,CDU/CSU,37.0,35.47779907028087
2017-09-14,dimap,CDU/CSU,37.0,35.44224966611411
2017-09-15,politbarometer,CDU/CSU,36.0,35.406642150821575
2017-09-16,emnid,CDU/CSU,36.0,35.37099412933034
2017-09-18,insa,CDU/CSU,36.0,35.299329750982146
2017-09-18,insa,CDU/CSU,36.0,35.299329750982146
2017-09-19,forsa,CDU/CSU,36.0,35.263242621329944
2017-09-19,allensbach,CDU/CSU,36.5,35.263242621329944
2017-09-21,politbarometer,CDU/CSU,36.0,35.192773831872465
2017-09-21,yougov,CDU/CSU,36.0,35.192773831872465
2017-09-21,gms,CDU/CSU,37.0,35.192773831872465
2017-09-22,emnid,CDU/CSU,35.0,35.157253387071464
2017-09-22,allensbach,CDU/CSU,36.0,35.157253387071464
2017-09-22,insa,CDU/CSU,34.0,35.157253387071464
2017-09-22,forsa,CDU/CSU,36.0,35.157253387071464
2017-09-24,allensbach,CDU/CSU,32.9,35.08645827269618
2017-09-24,forsa,CDU/CSU,32.9,35.08645827269618
2017-09-24,emnid,CDU/CSU,32.9,35.08645827269618
2017-09-24,yougov,CDU/CSU,32.9,35.08645827269618
2017-09-24,gms,CDU/CSU,32.9,35.08645827269618
2017-09-24,dimap,CDU/CSU,32.9,35.08645827269618
2017-09-24,insa,CDU/CSU,32.9,35.08645827269618
2017-09-24,politbarometer,CDU/CSU,32.9,35.08645827269618
2017-09-24,politbarometer,CDU/CSU,32.9,35.08645827269618
2017-09-29,politbarometer,CDU/CSU,32.0,34.91141463362163
2017-09-30,emnid,CDU/CSU,33.0,34.88157481168906
2017-10-01,insa,CDU/CSU,31.0,34.847429242903445
2017-10-04,forsa,CDU/CSU,32.0,34.74593124317088
2017-10-07,emnid,CDU/CSU,32.0,34.639285605089384
2017-10-10,insa,CDU/CSU,32.0,34.5478176958341
2017-10-11,forsa,CDU/CSU,32.0,34.515535523075
2017-10-12,dimap,CDU/CSU,32.0,34.48348310978477
2017-10-13,politbarometer,CDU/CSU,31.0,34.44358006604625
2017-10-14,emnid,CDU/CSU,31.0,34.4117930409067
2017-10-16,insa,CDU/CSU,32.0,34.34018101353073
2017-10-18,forsa,CDU/CSU,32.0,34.296395100631216
2017-10-19,gms,CDU/CSU,31.0,34.26615163412474
2017-10-20,dimap,CDU/CSU,31.0,34.236186029126834
2017-10-21,emnid,CDU/CSU,32.0,34.20650005727217
2017-10-24,insa,CDU/CSU,33.0,34.13895544764184
2017-10-25,allensbach,CDU/CSU,33.0,34.100683969916375
2017-10-25,forsa,CDU/CSU,31.0,34.100683969916375
2017-10-27,politbarometer,CDU/CSU,33.0,34.044657629991676
2017-10-28,emnid,CDU/CSU,31.0,34.01705573429886
2017-10-30,insa,CDU/CSU,31.0,33.96267319509537
2017-11-01,forsa,CDU/CSU,33.0,33.89854596300321
2017-11-04,emnid,CDU/CSU,31.0,33.8204779603201
2017-11-06,forsa,CDU/CSU,32.0,33.769876553011954
2017-11-07,insa,CDU/CSU,31.0,33.73358392283483
2017-11-09,dimap,CDU/CSU,30.0,33.69614977532765
2017-11-11,emnid,CDU/CSU,30.0,33.65997357644472
2017-11-13,forsa,CDU/CSU,32.0,33.61348729006276
2017-11-14,insa,CDU/CSU,32.0,33.590659400871786
2017-11-16,dimap,CDU/CSU,31.0,33.53411797632291
2017-11-17,politbarometer,CDU/CSU,33.0,33.51208128709337
2017-11-18,emnid,CDU/CSU,31.0,33.502054086525916
2017-11-20,dimap,CDU/CSU,32.0,33.470981593281486
2017-11-20,forsa,CDU/CSU,32.0,33.470981593281486
2017-11-20,forsa,CDU/CSU,31.0,33.470981593281486
2017-11-21,insa,CDU/CSU,31.0,33.45000649241682
2017-11-21,insa,CDU/CSU,30.0,33.45000649241682
2017-11-23,insa,CDU/CSU,32.0,33.39715197830133
2017-11-25,emnid,CDU/CSU,33.0,33.35693284460393
2017-11-27,forsa,CDU/CSU,33.0,33.32928177896374
2017-11-27,insa,CDU/CSU,32.0,33.32928177896374
2017-11-29,yougov,CDU/CSU,32.0,33.30238305720327
2017-11-30,allensbach,CDU/CSU,33.0,33.28353900379784
2017-12-02,emnid,CDU/CSU,33.0,33.235195378851536
2017-12-04,gms,CDU/CSU,32.0,33.19920196996806
2017-12-04,forsa,CDU/CSU,34.0,33.19920196996806
2017-12-05,insa,CDU/CSU,31.0,33.17022716900875
2017-12-07,dimap,CDU/CSU,32.0,33.124438370661
2017-12-08,politbarometer,CDU/CSU,32.0,33.11894304616931
2017-12-09,emnid,CDU/CSU,33.0,33.10236168685942
2017-12-10,forsa,CDU/CSU,34.0,33.09714428566313
2017-12-10,forsa,CDU/CSU,34.0,33.09714428566313
2017-12-12,insa,CDU/CSU,31.0,33.065205458934514
2017-12-14,dimap,CDU/CSU,32.0,33.045136314361635
2017-12-16,emnid,CDU/CSU,32.0,33.004631299361286
2017-12-16,forsa,CDU/CSU,33.0,33.004631299361286
2017-12-19,insa,CDU/CSU,31.0,32.97264626998664
2017-12-21,allensbach,CDU/CSU,34.0,32.94573896699879
2017-12-23,insa,CDU/CSU,33.0,32.92011462495775
2017-12-23,emnid,CDU/CSU,33.0,32.92011462495775
2017-12-27,forsa,CDU/CSU,34.0,32.854211463626335
2017-12-28,yougov,CDU/CSU,33.0,32.83448936346838
2018-01-02,insa,CDU/CSU,32.5,32.81385785936864
2018-01-03,gms,CDU/CSU,32.0,32.80545421068499
2018-01-04,dimap,CDU/CSU,33.0,32.797487746392726
2018-01-06,emnid,CDU/CSU,33.0,32.775535845943246
2018-01-07,forsa,CDU/CSU,34.0,32.77629982683026
2018-01-08,insa,CDU/CSU,31.5,32.77016441271786
2018-01-13,emnid,CDU/CSU,34.0,32.75779624475167
2018-01-15,forsa,CDU/CSU,33.0,32.74550858099987
2018-01-15,insa,CDU/CSU,31.5,32.74550858099987
2018-01-18,forsa,CDU/CSU,34.0,32.74309243466887
2018-01-19,politbarometer,CDU/CSU,33.0,32.74540580650838
2018-01-20,emnid,CDU/CSU,33.0,32.74041736770142
2018-01-21,forsa,CDU/CSU,34.0,32.742925214815315
2018-01-22,forsa,CDU/CSU,34.0,32.742323883492006
2018-01-23,insa,CDU/CSU,31.5,32.739650406861045
2018-01-25,dimap,CDU/CSU,33.0,32.74293528728392
2018-01-25,allensbach,CDU/CSU,34.0,32.74293528728392
2018-01-25,yougov,CDU/CSU,34.0,32.74293528728392
2018-01-27,emnid,CDU/CSU,34.0,32.746511155758256
2018-01-29,forsa,CDU/CSU,34.0,32.74938112092805
2018-01-29,insa,CDU/CSU,33.5,32.74938112092805
2018-02-01,dimap,CDU/CSU,33.0,32.75571455552818
2018-02-02,politbarometer,CDU/CSU,31.0,32.758254852343086
2018-02-03,emnid,CDU/CSU,33.0,32.760300046834274
2018-02-05,insa,CDU/CSU,30.5,32.76448373716853
2018-02-05,forsa,CDU/CSU,33.0,32.76448373716853
2018-02-08,gms,CDU/CSU,32.0,32.76888139899337
2018-02-09,forsa,CDU/CSU,31.0,32.77105911719223
2018-02-10,emnid,CDU/CSU,34.0,32.77325663953876
2018-02-12,insa,CDU/CSU,29.5,32.780175499679984
2018-02-15,dimap,CDU/CSU,33.0,32.78056394629244
2018-02-17,forsa,CDU/CSU,34.0,32.783674272429494
2018-02-17,emnid,CDU/CSU,33.0,32.783674272429494
2018-02-19,insa,CDU/CSU,32.0,32.78238152890576
2018-02-22,dimap,CDU/CSU,34.0,32.780053576344265
2018-02-23,politbarometer,CDU/CSU,33.0,32.784469244264464
2018-02-23,allensbach,CDU/CSU,32.0,32.784469244264464
2018-02-24,emnid,CDU/CSU,33.0,32.779980889467176
2018-02-24,forsa,CDU/CSU,35.0,32.779980889467176
2018-02-26,insa,CDU/CSU,32.5,32.77425076812125
2018-02-28,yougov,CDU/CSU,32.0,32.76210111467788
2018-03-01,dimap,CDU/CSU,34.0,32.7552975688978
2018-03-03,forsa,CDU/CSU,35.0,32.75092716293874
2018-03-03,emnid,CDU/CSU,33.0,32.75092716293874
2018-03-05,forsa,CDU/CSU,34.0,32.734564553139236
2018-03-05,insa,CDU/CSU,33.0,32.734564553139236
2018-03-10,emnid,CDU/CSU,33.0,32.68665781373456
2018-03-11,forsa,CDU/CSU,34.0,32.681910224987625
2018-03-13,insa,CDU/CSU,32.0,32.68366606208365
2018-03-16,politbarometer,CDU/CSU,32.0,32.66078555716521
2018-03-17,forsa,CDU/CSU,34.0,32.654685315652934
2018-03-17,emnid,CDU/CSU,33.0,32.654685315652934
2018-03-20,insa,CDU/CSU,32.0,32.64734440179445
2018-03-21,allensbach,CDU/CSU,34.0,32.64035289018578
2018-03-22,gms,CDU/CSU,33.0,32.639337343333075
2018-03-22,dimap,CDU/CSU,33.0,32.639337343333075
2018-03-24,forsa,CDU/CSU,31.0,32.62420437966429
2018-03-24,emnid,CDU/CSU,34.0,32.62420437966429
2018-03-26,insa,CDU/CSU,32.5,32.601886998278296
2018-03-28,yougov,CDU/CSU,34.0,32.58488350509269
2018-03-31,emnid,CDU/CSU,34.0,32.55767655592094
2018-03-31,forsa,CDU/CSU,33.0,32.55767655592094
2018-04-03,insa,CDU/CSU,32.0,32.522270469619464
2018-04-05,dimap,CDU/CSU,33.0,32.51403317399403
2018-04-05,insa,CDU/CSU,30.0,32.51403317399403
2018-04-07,emnid,CDU/CSU,34.0,32.486426507643614
2018-04-07,forsa,CDU/CSU,32.0,32.486426507643614
2018-04-10,insa,CDU/CSU,31.5,32.452641410711266
2018-04-13,politbarometer,CDU/CSU,33.0,32.42285152424684
2018-04-14,forsa,CDU/CSU,34.0,32.41050009443332
2018-04-14,emnid,CDU/CSU,33.0,32.41050009443332
2018-04-17,insa,CDU/CSU,31.5,32.372195828429305
2018-04-19,dimap,CDU/CSU,32.0,32.35122383711624
2018-04-21,emnid,CDU/CSU,33.0,32.32922839216915
2018-04-23,forsa,CDU/CSU,34.0,32.30085028605079
2018-04-24,insa,CDU/CSU,31.5,32.28636244802324
2018-04-25,yougov,CDU/CSU,32.0,32.26636458684978
2018-04-25,allensbach,CDU/CSU,34.0,32.26636458684978
2018-04-27,gms,CDU/CSU,33.0,32.23648135575381
2018-04-27,politbarometer,CDU/CSU,34.0,32.23648135575381
2018-04-28,forsa,CDU/CSU,34.0,32.22125074959856
2018-04-28,emnid,CDU/CSU,32.0,32.22125074959856
2018-04-30,insa,CDU/CSU,33.0,32.18505460563441
2018-05-05,emnid,CDU/CSU,34.0,32.09425890055975
2018-05-05,forsa,CDU/CSU,34.0,32.09425890055975
2018-05-08,insa,CDU/CSU,32.5,32.048910911819846
2018-05-09,dimap,CDU/CSU,32.0,32.036761735107646
2018-05-12,forsa,CDU/CSU,34.0,31.979159572497185
2018-05-12,emnid,CDU/CSU,33.0,31.979159572497185
2018-05-14,insa,CDU/CSU,32.5,31.938216341286374
2018-05-17,gms,CDU/CSU,34.0,31.8880360218385
2018-05-17,dimap,CDU/CSU,33.0,31.8880360218385
2018-05-17,allensbach,CDU/CSU,34.0,31.8880360218385
2018-05-18,politbarometer,CDU/CSU,34.0,31.864286077895283
2018-05-19,emnid,CDU/CSU,33.0,31.840346644730563
2018-05-19,forsa,CDU/CSU,33.0,31.840346644730563
2018-05-23,insa,CDU/CSU,32.5,31.763020241850423
2018-05-26,emnid,CDU/CSU,33.0,31.69822295294351
2018-05-27,forsa,CDU/CSU,33.0,31.67290681063649
2018-05-29,insa,CDU/CSU,32.0,31.636993580326596
2018-05-30,yougov,CDU/CSU,33.0,31.61625248819693
2018-06-02,forsa,CDU/CSU,34.0,31.547924097871167
2018-06-02,emnid,CDU/CSU,32.0,31.547924097871167
2018-06-04,insa,CDU/CSU,32.0,31.510018607247414
